"V1" "V2"
"581" "Lepidotrigla cavillone" "Brevoortia sp."
"582" "Lobianchia gemellari" "Brevoortia sp."
"583" "Loligo pealei or Illex illecebrosus" "Brevoortia sp."
"584" "Macroparalepis affinis" "Brevoortia sp."
"585" "Maurolicus muelleri" "Brevoortia sp."
"586" "Meganyctiphanes norvegica" "Brevoortia sp."
"587" "Microchirus variegatus" "Brevoortia sp."
"588" "Micromesistius potassou" "Brevoortia sp."
"589" "Myctophid" "Brevoortia sp."
"590" "Myctophum punctatum" "Brevoortia sp."
"591" "Mysidacea" "Brevoortia sp."
"592" "Notoscopelus kroeyeri" "Brevoortia sp."
"593" "Notothenia gibberifrons" "Brevoortia sp."
"594" "Octopoteuthis sp" "Brevoortia sp."
"595" "Ophidion elongatus" "Brevoortia sp."
"596" "Paralepididae sp" "Brevoortia sp."
"597" "Parathemisto gaudichaudi" "Brevoortia sp."
"598" "Peprilus triacanthus" "Brevoortia sp."
"599" "Rockling" "Brevoortia sp."
"600" "Scaldfish" "Brevoortia sp."
"601" "Scyliorhinus canicula" "Brevoortia sp."
"602" "Sepiolidae" "Brevoortia sp."
"603" "Serranus hepatus" "Brevoortia sp."
"604" "silversides, anchovies and 'other fish prey'" "Brevoortia sp."
"605" "Sprattus sprattus" "Brevoortia sp."
"606" "squid unidentified" "Brevoortia sp."
"607" "Symbolophorus veranyi" "Brevoortia sp."
"608" "Themisto pacifica" "Brevoortia sp."
"609" "Trisopterus esmarkii" "Brevoortia sp."
"610" "unidentified invertebrate" "Brevoortia sp."
"611" "unidentified squid" "Brevoortia sp."
"612" "Ammodytes hexapterus" "Brevoortia sp."
"613" "Anarhichas lupus" "Brevoortia sp."
"614" "Anarhichas minor" "Brevoortia sp."
"615" "Arnoglossus imperialis" "Brevoortia sp."
"616" "Chionodraco rastrospinosus" "Brevoortia sp."
"617" "Clupea pallasii" "Brevoortia sp."
"618" "Dicentrarchus labrax" "Brevoortia sp."
"619" "Gasterosteus aculeatus" "Brevoortia sp."
"620" "Gilbertidia sigalutes" "Brevoortia sp."
"621" "Hemilepidotus hemilepidotus" "Brevoortia sp."
"622" "Hexagrammos decagrammus" "Brevoortia sp."
"623" "Hypomesus pretiosus" "Brevoortia sp."
"624" "Nototheniops larseni" "Brevoortia sp."
"625" "Oncorhynchus gorbuscha" "Brevoortia sp."
"626" "Oncorhynchus keta" "Brevoortia sp."
"627" "Ophiodon elongatus" "Brevoortia sp."
"628" "Pleuragramma antarcticum" "Brevoortia sp."
"629" "Psychrolutes paradoxus" "Brevoortia sp."
"630" "Theragra chalcogramma" "Brevoortia sp."
"631" "Calliopius sp." "Buglossidium luteum"
"632" "Clupea pallasii" "Buglossidium luteum"
"633" "Copepod copepodite" "Buglossidium luteum"
"634" "Copepod egg" "Buglossidium luteum"
"635" "copepod nauplius" "Buglossidium luteum"
"636" "Eucalanus bungii" "Buglossidium luteum"
"637" "Lumpenus sagitta" "Buglossidium luteum"
"638" "Pleuragramma antarcticum" "Buglossidium luteum"
"639" "Rhincalanus gigas" "Buglossidium luteum"
"640" "Roundworm" "Buglossidium luteum"
"641" "Schistomysis spiritus" "Buglossidium luteum"
"642" "Theragra chalcogramma" "Buglossidium luteum"
"643" "Thysanoessa inermis" "Buglossidium luteum"
"644" "Thysanoessa spinefera" "Buglossidium luteum"
"645" "Acanthocepola sp." "Buglossidium luteum"
"646" "Benthosema glaciale" "Buglossidium luteum"
"647" "Carangoides sp." "Buglossidium luteum"
"648" "Ceratoscopelus maderensis" "Buglossidium luteum"
"649" "Cynoglossus sp." "Buglossidium luteum"
"650" "Diaphus garmani" "Buglossidium luteum"
"651" "Hygophum benoiti" "Buglossidium luteum"
"652" "Lampanyctus crocodilus" "Buglossidium luteum"
"653" "Lumpenella longirostris" "Buglossidium luteum"
"654" "Merluccius productus" "Buglossidium luteum"
"655" "Myctophum asperum" "Buglossidium luteum"
"656" "Myctophum punctatum" "Buglossidium luteum"
"657" "Notolepis rissoi" "Buglossidium luteum"
"658" "Scorpaenodes sp." "Buglossidium luteum"
"659" "Sebastes sp." "Buglossidium luteum"
"660" "amphipod" "Callionymus lyra"
"661" "Bivalve" "Callionymus lyra"
"662" "Calliopius sp." "Callionymus lyra"
"663" "Clupea pallasii" "Callionymus lyra"
"664" "Copepod copepodite" "Callionymus lyra"
"665" "Copepod egg" "Callionymus lyra"
"666" "copepod nauplius" "Callionymus lyra"
"667" "E.superba furcilia" "Callionymus lyra"
"668" "Eucalanus bungii" "Callionymus lyra"
"669" "Euphausa superba" "Callionymus lyra"
"670" "euphausia" "Callionymus lyra"
"671" "gastropod" "Callionymus lyra"
"672" "Hyperidae" "Callionymus lyra"
"673" "Lumpenus sagitta" "Callionymus lyra"
"674" "Notothenia neglecta" "Callionymus lyra"
"675" "Nototheniops larseni" "Callionymus lyra"
"676" "Ophidion elongatus" "Callionymus lyra"
"677" "Pleuragramma antarcticum" "Callionymus lyra"
"678" "Roundworm" "Callionymus lyra"
"679" "Schistomysis spiritus" "Callionymus lyra"
"680" "Theragra chalcogramma" "Callionymus lyra"
"681" "Thysanoessa inermis" "Callionymus lyra"
"682" "Thysanoessa macrura" "Callionymus lyra"
"683" "Thysanoessa raschii" "Callionymus lyra"
"684" "Thysanoessa spinefera" "Callionymus lyra"
"685" "Acanthocepola sp." "Callionymus lyra"
"686" "Ammodytes hexapterus" "Callionymus lyra"
"687" "Benthosema glaciale" "Callionymus lyra"
"688" "Carangoides sp." "Callionymus lyra"
"689" "Ceratoscopelus maderensis" "Callionymus lyra"
"690" "Cynoglossus sp." "Callionymus lyra"
"691" "Diaphus garmani" "Callionymus lyra"
"692" "Hemilepidotus spinosus" "Callionymus lyra"
"693" "Hygophum benoiti" "Callionymus lyra"
"694" "Lampanyctus crocodilus" "Callionymus lyra"
"695" "Lumpenella longirostris" "Callionymus lyra"
"696" "Lumpenus sagitta" "Callionymus lyra"
"697" "Merluccius productus" "Callionymus lyra"
"698" "Myctophum asperum" "Callionymus lyra"
"699" "Myctophum punctatum" "Callionymus lyra"
"700" "Notolepis rissoi" "Callionymus lyra"
"701" "Rhamphocottus richardsoni" "Callionymus lyra"
"702" "Scorpaenodes sp." "Callionymus lyra"
"703" "Sebastes sp." "Callionymus lyra"
"704" "Calanoides acutus" "Callionymus maculatus"
"705" "Calanus pacificus" "Callionymus maculatus"
"706" "Calanus propinquus" "Callionymus maculatus"
"707" "Calanus sp." "Callionymus maculatus"
"708" "cladocera" "Callionymus maculatus"
"709" "Clupea pallasii" "Callionymus maculatus"
"710" "copepod" "Callionymus maculatus"
"711" "Copepod egg" "Callionymus maculatus"
"712" "crab megalope" "Callionymus maculatus"
"713" "Cyclopoid copepodite" "Callionymus maculatus"
"714" "Decapod zoea" "Callionymus maculatus"
"715" "Eucalanus bungii" "Callionymus maculatus"
"716" "Euchaeta sp." "Callionymus maculatus"
"717" "isopod" "Callionymus maculatus"
"718" "Lumpenus sagitta" "Callionymus maculatus"
"719" "Oikopleura" "Callionymus maculatus"
"720" "Ostracod" "Callionymus maculatus"
"721" "Rhincalanus gigas" "Callionymus maculatus"
"722" "Roundworm" "Callionymus maculatus"
"723" "Schistomysis spiritus" "Callionymus maculatus"
"724" "Thysanoessa inermis" "Callionymus maculatus"
"725" "Thysanoessa spinefera" "Callionymus maculatus"
"726" "Benthosema glaciale" "Callionymus maculatus"
"727" "Carangoides sp." "Callionymus maculatus"
"728" "Ceratoscopelus maderensis" "Callionymus maculatus"
"729" "Cynoglossus sp." "Callionymus maculatus"
"730" "Diaphus garmani" "Callionymus maculatus"
"731" "Lampanyctus crocodilus" "Callionymus maculatus"
"732" "Notolepis rissoi" "Callionymus maculatus"
"733" "Appendicularians" "Calliopius sp."
"734" "Appendicularians house" "Calliopius sp."
"735" "bryozoa larvae" "Calliopius sp."
"736" "calanoid egg" "Calliopius sp."
"737" "Centropages typicus - copepodite" "Calliopius sp."
"738" "Centropages typicus - nauplius" "Calliopius sp."
"739" "Clausocalanus sp." "Calliopius sp."
"740" "Copepod nauplius" "Calliopius sp."
"741" "Copepoda juv." "Calliopius sp."
"742" "Corycaeus sp." "Calliopius sp."
"743" "Ctenocalanus sp." "Calliopius sp."
"744" "egg" "Calliopius sp."
"745" "fish eggs" "Calliopius sp."
"746" "Harpacticoid" "Calliopius sp."
"747" "Limacina helicina" "Calliopius sp."
"748" "Medusa" "Calliopius sp."
"749" "Microcalanus pygmaeus" "Calliopius sp."
"750" "Nauplius" "Calliopius sp."
"751" "Oithona sp." "Calliopius sp."
"752" "Oncaea sp." "Calliopius sp."
"753" "Protozoa" "Calliopius sp."
"754" "Pteropod" "Calliopius sp."
"755" "Stephus longipes" "Calliopius sp."
"756" "Tintinnid" "Calliopius sp."
"757" "Unidentified crustacean egg" "Calliopius sp."
"758" "Calanoides acutus" "Capros aper"
"759" "Calanus pacificus" "Capros aper"
"760" "Calanus propinquus" "Capros aper"
"761" "Calanus sp." "Capros aper"
"762" "cladocera" "Capros aper"
"763" "Clupea pallasii" "Capros aper"
"764" "copepod" "Capros aper"
"765" "Copepod egg" "Capros aper"
"766" "crab megalope" "Capros aper"
"767" "Cyclopoid copepodite" "Capros aper"
"768" "Decapod zoea" "Capros aper"
"769" "Eucalanus bungii" "Capros aper"
"770" "Eucalanus sp." "Capros aper"
"771" "Euchaeta sp." "Capros aper"
"772" "isopod" "Capros aper"
"773" "Lumpenus sagitta" "Capros aper"
"774" "Metridia gerlacei" "Capros aper"
"775" "Metridia sp." "Capros aper"
"776" "Oikopleura" "Capros aper"
"777" "Ostracod" "Capros aper"
"778" "Rhincalanus gigas" "Capros aper"
"779" "Schistomysis spiritus" "Capros aper"
"780" "Thysanoessa inermis" "Capros aper"
"781" "Unidentified" "Capros aper"
"782" "Unidentified crustacean" "Capros aper"
"783" "Benthosema glaciale" "Capros aper"
"784" "Ceratoscopelus maderensis" "Capros aper"
"785" "Cynoglossus sp." "Capros aper"
"786" "Lampanyctus crocodilus" "Capros aper"
"787" "Notolepis rissoi" "Capros aper"
"788" "Agonus cataphractus" "Cepola macrophthalma"
"789" "amphipod" "Cepola macrophthalma"
"790" "Arctozenus risso" "Cepola macrophthalma"
"791" "Benthosema glaciale" "Cepola macrophthalma"
"792" "Bivalve" "Cepola macrophthalma"
"793" "Callionymus maculatus" "Cepola macrophthalma"
"794" "Calliopius sp." "Cepola macrophthalma"
"795" "Capros aper" "Cepola macrophthalma"
"796" "Chaetognatha" "Cepola macrophthalma"
"797" "Copepod copepodite" "Cepola macrophthalma"
"798" "copepod nauplius" "Cepola macrophthalma"
"799" "crustacean larva" "Cepola macrophthalma"
"800" "Deltentosteus quadrimaculatus" "Cepola macrophthalma"
"801" "E.superba furcilia" "Cepola macrophthalma"
"802" "Euphausa superba" "Cepola macrophthalma"
"803" "euphausia" "Cepola macrophthalma"
"804" "Euphausid furcilia" "Cepola macrophthalma"
"805" "fish larvae" "Cepola macrophthalma"
"806" "Gadiculus argenteus" "Cepola macrophthalma"
"807" "Gadiculus sp." "Cepola macrophthalma"
"808" "gastropod" "Cepola macrophthalma"
"809" "Glyptocephalus cynoglossus" "Cepola macrophthalma"
"810" "Goby" "Cepola macrophthalma"
"811" "Gonostomatidae sp." "Cepola macrophthalma"
"812" "Hyperidae" "Cepola macrophthalma"
"813" "Insects" "Cepola macrophthalma"
"814" "Lepidotrigla cavillone" "Cepola macrophthalma"
"815" "Loligo pealei or Illex illecebrosus" "Cepola macrophthalma"
"816" "Maurolicus muelleri" "Cepola macrophthalma"
"817" "Meganyctiphanes norvegica" "Cepola macrophthalma"
"818" "Myctophid" "Cepola macrophthalma"
"819" "Mysidacea" "Cepola macrophthalma"
"820" "Notothenia gibberifrons" "Cepola macrophthalma"
"821" "Notothenia neglecta" "Cepola macrophthalma"
"822" "Nototheniops larseni" "Cepola macrophthalma"
"823" "Ophidion elongatus" "Cepola macrophthalma"
"824" "Paralepididae sp" "Cepola macrophthalma"
"825" "Parathemisto gaudichaudi" "Cepola macrophthalma"
"826" "Pleuragramma antarcticum" "Cepola macrophthalma"
"827" "Rockling" "Cepola macrophthalma"
"828" "Sepiolidae" "Cepola macrophthalma"
"829" "silversides, anchovies and 'other fish prey'" "Cepola macrophthalma"
"830" "Themisto pacifica" "Cepola macrophthalma"
"831" "Thysanoessa macrura" "Cepola macrophthalma"
"832" "Thysanoessa raschii" "Cepola macrophthalma"
"833" "Ammodytes hexapterus" "Cepola macrophthalma"
"834" "Anarhichas lupus" "Cepola macrophthalma"
"835" "Anarhichas minor" "Cepola macrophthalma"
"836" "Chionodraco rastrospinosus" "Cepola macrophthalma"
"837" "Dicentrarchus labrax" "Cepola macrophthalma"
"838" "Gasterosteus aculeatus" "Cepola macrophthalma"
"839" "Gilbertidia sigalutes" "Cepola macrophthalma"
"840" "Hemilepidotus hemilepidotus" "Cepola macrophthalma"
"841" "Hemilepidotus spinosus" "Cepola macrophthalma"
"842" "Hexagrammos decagrammus" "Cepola macrophthalma"
"843" "Lumpenella longirostris" "Cepola macrophthalma"
"844" "Lumpenus sagitta" "Cepola macrophthalma"
"845" "Merluccius productus" "Cepola macrophthalma"
"846" "Myctophum asperum" "Cepola macrophthalma"
"847" "Myctophum punctatum" "Cepola macrophthalma"
"848" "Nototheniops larseni" "Cepola macrophthalma"
"849" "Oncorhynchus gorbuscha" "Cepola macrophthalma"
"850" "Ophiodon elongatus" "Cepola macrophthalma"
"851" "Pleuragramma antarcticum" "Cepola macrophthalma"
"852" "Psychrolutes paradoxus" "Cepola macrophthalma"
"853" "Rhamphocottus richardsoni" "Cepola macrophthalma"
"854" "Sebastes sp." "Cepola macrophthalma"
"855" "Theragra chalcogramma" "Cepola macrophthalma"
"856" "Clupea pallasii" "Ceratoscopelus maderensis"
"857" "Copepod egg" "Ceratoscopelus maderensis"
"858" "crab megalope" "Ceratoscopelus maderensis"
"859" "Decapod zoea" "Ceratoscopelus maderensis"
"860" "Eucalanus bungii" "Ceratoscopelus maderensis"
"861" "Lumpenus sagitta" "Ceratoscopelus maderensis"
"862" "Rhincalanus gigas" "Ceratoscopelus maderensis"
"863" "Roundworm" "Ceratoscopelus maderensis"
"864" "Schistomysis spiritus" "Ceratoscopelus maderensis"
"865" "Theragra chalcogramma" "Ceratoscopelus maderensis"
"866" "Thysanoessa inermis" "Ceratoscopelus maderensis"
"867" "Thysanoessa spinefera" "Ceratoscopelus maderensis"
"868" "Acanthocepola sp." "Ceratoscopelus maderensis"
"869" "Benthosema glaciale" "Ceratoscopelus maderensis"
"870" "Carangoides sp." "Ceratoscopelus maderensis"
"871" "Ceratoscopelus maderensis" "Ceratoscopelus maderensis"
"872" "Cynoglossus sp." "Ceratoscopelus maderensis"
"873" "Diaphus garmani" "Ceratoscopelus maderensis"
"874" "Hygophum benoiti" "Ceratoscopelus maderensis"
"875" "Lampanyctus crocodilus" "Ceratoscopelus maderensis"
"876" "Myctophum asperum" "Ceratoscopelus maderensis"
"877" "Myctophum punctatum" "Ceratoscopelus maderensis"
"878" "Notolepis rissoi" "Ceratoscopelus maderensis"
"879" "Scorpaenodes sp." "Ceratoscopelus maderensis"
"880" "brachyura larvae" "Chaetognatha"
"881" "Calanoid copepodite" "Chaetognatha"
"882" "Calanoides acutus" "Chaetognatha"
"883" "Calanus pacificus" "Chaetognatha"
"884" "Calanus propinquus" "Chaetognatha"
"885" "Calanus sp." "Chaetognatha"
"886" "cladocera" "Chaetognatha"
"887" "Cladocera" "Chaetognatha"
"888" "Clupea pallasii" "Chaetognatha"
"889" "copepod" "Chaetognatha"
"890" "crab megalope" "Chaetognatha"
"891" "Cyclopoid copepodite" "Chaetognatha"
"892" "Decapod zoea" "Chaetognatha"
"893" "Eucalanus bungii" "Chaetognatha"
"894" "Eucalanus sp." "Chaetognatha"
"895" "Euchaeta sp." "Chaetognatha"
"896" "Euphausid calyptopis" "Chaetognatha"
"897" "Heterorhabdus sp." "Chaetognatha"
"898" "isopod" "Chaetognatha"
"899" "Lumpenus sagitta" "Chaetognatha"
"900" "Metridia gerlacei" "Chaetognatha"
"901" "Metridia sp." "Chaetognatha"
"902" "Oikopleura" "Chaetognatha"
"903" "Ostracod" "Chaetognatha"
"904" "Polychaete" "Chaetognatha"
"905" "Rhincalanus gigas" "Chaetognatha"
"906" "Schistomysis spiritus" "Chaetognatha"
"907" "Unidentified" "Chaetognatha"
"908" "Unidentified crustacean" "Chaetognatha"
"909" "Cynoglossus sp." "Chaetognatha"
"910" "Lampanyctus crocodilus" "Chaetognatha"
"911" "Agonus cataphractus" "Chiroteuthis sp"
"912" "amphipod" "Chiroteuthis sp"
"913" "Benthosema glaciale" "Chiroteuthis sp"
"914" "Bivalve" "Chiroteuthis sp"
"915" "Calliopius sp." "Chiroteuthis sp"
"916" "Chaetognatha" "Chiroteuthis sp"
"917" "Copepod copepodite" "Chiroteuthis sp"
"918" "copepod nauplius" "Chiroteuthis sp"
"919" "crustacean larva" "Chiroteuthis sp"
"920" "E.superba furcilia" "Chiroteuthis sp"
"921" "Euphausa superba" "Chiroteuthis sp"
"922" "euphausia" "Chiroteuthis sp"
"923" "Euphausid furcilia" "Chiroteuthis sp"
"924" "fish larvae" "Chiroteuthis sp"
"925" "gastropod" "Chiroteuthis sp"
"926" "Glyptocephalus cynoglossus" "Chiroteuthis sp"
"927" "Goby" "Chiroteuthis sp"
"928" "Gonostomatidae sp." "Chiroteuthis sp"
"929" "Hyperidae" "Chiroteuthis sp"
"930" "Insects" "Chiroteuthis sp"
"931" "Lepidotrigla cavillone" "Chiroteuthis sp"
"932" "Loligo pealei or Illex illecebrosus" "Chiroteuthis sp"
"933" "Maurolicus muelleri" "Chiroteuthis sp"
"934" "Meganyctiphanes norvegica" "Chiroteuthis sp"
"935" "Mysidacea" "Chiroteuthis sp"
"936" "Notothenia gibberifrons" "Chiroteuthis sp"
"937" "Notothenia neglecta" "Chiroteuthis sp"
"938" "Nototheniops larseni" "Chiroteuthis sp"
"939" "Ophidion elongatus" "Chiroteuthis sp"
"940" "Paralepididae sp" "Chiroteuthis sp"
"941" "Parathemisto gaudichaudi" "Chiroteuthis sp"
"942" "Pleuragramma antarcticum" "Chiroteuthis sp"
"943" "Roundworm" "Chiroteuthis sp"
"944" "silversides, anchovies and 'other fish prey'" "Chiroteuthis sp"
"945" "Themisto pacifica" "Chiroteuthis sp"
"946" "Theragra chalcogramma" "Chiroteuthis sp"
"947" "Thysanoessa macrura" "Chiroteuthis sp"
"948" "Thysanoessa raschii" "Chiroteuthis sp"
"949" "Acanthocepola sp." "Chiroteuthis sp"
"950" "Ammodytes hexapterus" "Chiroteuthis sp"
"951" "Anarhichas lupus" "Chiroteuthis sp"
"952" "Anarhichas minor" "Chiroteuthis sp"
"953" "Chionodraco rastrospinosus" "Chiroteuthis sp"
"954" "Diaphus garmani" "Chiroteuthis sp"
"955" "Dicentrarchus labrax" "Chiroteuthis sp"
"956" "Gilbertidia sigalutes" "Chiroteuthis sp"
"957" "Hemilepidotus hemilepidotus" "Chiroteuthis sp"
"958" "Hemilepidotus spinosus" "Chiroteuthis sp"
"959" "Hexagrammos decagrammus" "Chiroteuthis sp"
"960" "Hygophum benoiti" "Chiroteuthis sp"
"961" "Lumpenella longirostris" "Chiroteuthis sp"
"962" "Lumpenus sagitta" "Chiroteuthis sp"
"963" "Merluccius productus" "Chiroteuthis sp"
"964" "Myctophum asperum" "Chiroteuthis sp"
"965" "Myctophum punctatum" "Chiroteuthis sp"
"966" "Nototheniops larseni" "Chiroteuthis sp"
"967" "Oncorhynchus gorbuscha" "Chiroteuthis sp"
"968" "Ophiodon elongatus" "Chiroteuthis sp"
"969" "Pleuragramma antarcticum" "Chiroteuthis sp"
"970" "Psychrolutes paradoxus" "Chiroteuthis sp"
"971" "Rhamphocottus richardsoni" "Chiroteuthis sp"
"972" "Scorpaenodes sp." "Chiroteuthis sp"
"973" "Sebastes sp." "Chiroteuthis sp"
"974" "Theragra chalcogramma" "Chiroteuthis sp"
"975" "Agonus cataphractus" "Clupea harengus"
"976" "amphipod" "Clupea harengus"
"977" "Arctozenus risso" "Clupea harengus"
"978" "Benthosema glaciale" "Clupea harengus"
"979" "Bivalve" "Clupea harengus"
"980" "Callionymus maculatus" "Clupea harengus"
"981" "Calliopius sp." "Clupea harengus"
"982" "Capros aper" "Clupea harengus"
"983" "Ceratoscopelus maderensis" "Clupea harengus"
"984" "Chaetognatha" "Clupea harengus"
"985" "Copepod copepodite" "Clupea harengus"
"986" "copepod nauplius" "Clupea harengus"
"987" "crustacean larva" "Clupea harengus"
"988" "Deltentosteus quadrimaculatus" "Clupea harengus"
"989" "E.superba furcilia" "Clupea harengus"
"990" "Euphausa superba" "Clupea harengus"
"991" "euphausia" "Clupea harengus"
"992" "Euphausid furcilia" "Clupea harengus"
"993" "fish larvae" "Clupea harengus"
"994" "Gadiculus argenteus" "Clupea harengus"
"995" "Gadiculus sp." "Clupea harengus"
"996" "Gaidropsarus sp." "Clupea harengus"
"997" "gastropod" "Clupea harengus"
"998" "Glyptocephalus cynoglossus" "Clupea harengus"
"999" "Goby" "Clupea harengus"
"1000" "Gonostomatidae sp." "Clupea harengus"
"1001" "Hyperidae" "Clupea harengus"
"1002" "Insects" "Clupea harengus"
"1003" "Lepidotrigla cavillone" "Clupea harengus"
"1004" "Loligo pealei or Illex illecebrosus" "Clupea harengus"
"1005" "Maurolicus muelleri" "Clupea harengus"
"1006" "Meganyctiphanes norvegica" "Clupea harengus"
"1007" "Myctophid" "Clupea harengus"
"1008" "Mysidacea" "Clupea harengus"
"1009" "Notothenia gibberifrons" "Clupea harengus"
